RespondentID,Do you celebrate Thanksgiving?,What is typically the main dish at your Thanksgiving dinner?,Sides dishes - Brussel sprouts,Sides dishes - Carrots,Sides dishes - Cauliflower,Sides dishes - Corn,Sides dishes - Cornbread,Sides dishes - Fruit salad,Sides dishes - Green beans/green bean casserole,Sides dishes - Macaroni and cheese,Sides dishes - Mashed potatoes,Sides dishes - Rolls/biscuits,Sides dishes - Squash,Sides dishes - Vegetable salad,Sides dishes - Yams/sweet potato casserole,Sides dishes - Other,How far will you travel for Thanksgiving?,US Region
4336810566,Yes,Turkey,,,,Corn,,,,,Mashed potatoes,Rolls/biscuits,Squash,,,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,New England
4336809276,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,Other,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,New England
4336809111,Yes,Turkey,,,,,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,South Atlantic
4336808397,Yes,Turkey,,Carrots,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,Other,Thanksgiving is local--it will take place in the town I live in,Middle Atlantic
4336808238,Yes,Turkey,Brussel sprouts,Carrots,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Middle Atlantic
4336808019,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,South Atlantic
4336807635,Yes,Turkey,Brussel sprouts,,,,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336806751,Yes,Turkey,,Carrots,Cauliflower,Corn,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,Squash,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,Middle Atlantic
4336804174,Yes,Ham/Pork,,,,,,,Green beans/green bean casserole,,,,,,Yams/sweet potato casserole,,Thanksgiving is out of town and far away--I have to drive several hours or fly,South Atlantic
4336804003,Yes,Turkey,,,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,East North Central
4336802942,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,East North Central
4336802030,Yes,Turkey,,,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,East North Central
4336801887,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,East North Central
4336800334,Yes,Turkey,,,Cauliflower,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,Thanksgiving is out of town and far away--I have to drive several hours or fly,Middle Atlantic
4336800274,Yes,Turkey,,,,,,,,,Mashed potatoes,,Squash,,,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,New England
4336799773,Yes,Turkey,Brussel sprouts,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,New England
4336799337,Yes,Turkey,,,,,,,,,Mashed potatoes,,Squash,,,Other,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,East North Central
4336799126,Yes,Turkey,,Carrots,,Corn,,,,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is local--it will take place in the town I live in,East North Central
4336799058,Yes,Turkey,Brussel sprouts,Carrots,Cauliflower,Corn,,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,East North Central
4336797746,Yes,Turkey,,Carrots,,,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,East North Central
4336795509,Yes,Turkey,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,Middle Atlantic
4336794143,Yes,Turkey,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is happening at my home--I won't travel at all,East North Central
4336794044,Yes,Turkey,,Carrots,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,,Squash,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,New England
4336793943,Yes,Turkey,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,South Atlantic
4336793870,Yes,Turkey,,,,,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,East South Central
4336792331,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,East North Central
4336792302,Yes,Turkey,,,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,East South Central
4336790523,Yes,Turkey,Brussel sprouts,,,Corn,Cornbread,,Green beans/green bean casserole,,,,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,Middle Atlantic
4336789188,Yes,Other,,,,,Cornbread,,,Macaroni and cheese,,,,,,Other,Thanksgiving is local--it will take place in the town I live in,South Atlantic
4336788022,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,East North Central
4336787017,Yes,Turkey,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,South Atlantic
4336785978,Yes,Turkey,,,Cauliflower,Corn,,,Green beans/green bean casserole,,,,,,,Other,Thanksgiving is happening at my home--I won't travel at all,East North Central
4336785048,Yes,Turkey,,,,Corn,,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,West South Central
4336784825,Yes,Turkey,,,,,,,,,Mashed potatoes,Rolls/biscuits,,,,Other,Thanksgiving is happening at my home--I won't travel at all,East North Central
4336783082,Yes,Turkey,,Carrots,,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is out of town and far away--I have to drive several hours or fly,Mountain
4336780483,Yes,Turkey,,Carrots,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is happening at my home--I won't travel at all,West South Central
4336779288,Yes,Turkey,,Carrots,Cauliflower,Corn,Cornbread,,,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Middle Atlantic
4336776734,Yes,Turkey,,,,,,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,,Other,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336775444,Yes,Turkey,,,,Corn,,Fruit salad,,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is happening at my home--I won't travel at all,West South Central
4336775416,Yes,Turkey,Brussel sprouts,Carrots,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Middle Atlantic
4336774641,Yes,Turkey,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336772456,Yes,Turkey,,,,,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336772452,Yes,Turkey,Brussel sprouts,,,,,,Green beans/green bean casserole,,Mashed potatoes,,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,Middle Atlantic
4336771206,Yes,Turkey,,,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is happening at my home--I won't travel at all,East North Central
4336770959,Yes,Ham/Pork,,,,,Cornbread,,,Macaroni and cheese,Mashed potatoes,,,Vegetable salad,,,Thanksgiving is happening at my home--I won't travel at all,Middle Atlantic
4336768956,Yes,Turkey,,,,Corn,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is local--it will take place in the town I live in,South Atlantic
4336768662,Yes,Turkey,Brussel sprouts,Carrots,,Corn,,,,,,Rolls/biscuits,Squash,,,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Middle Atlantic
4336768149,Yes,Turkey,Brussel sprouts,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,East North Central
4336767119,Yes,Turkey,Brussel sprouts,,,Corn,,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,Middle Atlantic
4336766876,Yes,Turkey,,,,,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336764121,Yes,Turkey,,,,,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,West South Central
4336764087,Yes,Turkey,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,,Squash,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,South Atlantic
4336763694,Yes,Turkey,,Carrots,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,,,,Yams/sweet potato casserole,Other,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Middle Atlantic
4336763416,Yes,Turkey,,Carrots,,,,,,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,West South Central
4336763302,Yes,Turkey,,,,Corn,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is local--it will take place in the town I live in,East South Central
4336762600,Yes,Turkey,,,,,,,,,Mashed potatoes,,Squash,,Yams/sweet potato casserole,Other,Thanksgiving is local--it will take place in the town I live in,East South Central
4336762458,Yes,Turkey,,Carrots,,Corn,,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Middle Atlantic
4336762096,Yes,Turkey,,Carrots,,,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,Vegetable salad,,,Thanksgiving is out of town and far away--I have to drive several hours or fly,Pacific
4336761799,Yes,Ham/Pork,Brussel sprouts,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Pacific
4336761290,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,,,,,,Thanksgiving is happening at my home--I won't travel at all,Middle Atlantic
4336760341,Yes,Turkey,Brussel sprouts,Carrots,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is out of town and far away--I have to drive several hours or fly,New England
4336760110,Yes,Tofurkey,Brussel sprouts,,,Corn,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,,Squash,,,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,South Atlantic
4336759353,Yes,Turkey,,,,,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,East North Central
4336758840,Yes,Ham/Pork,,Carrots,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Mountain
4336756589,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,Middle Atlantic
4336756075,Yes,Turkey,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,East North Central
4336754872,Yes,Turkey,,,,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,,,,,,,,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336754457,Yes,Turkey,Brussel sprouts,,,,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336754179,Yes,Turkey,,,,,,,,,Mashed potatoes,,,,,,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336752791,Yes,Turkey,Brussel sprouts,,Cauliflower,,,,,,,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,Middle Atlantic
4336752314,Yes,Ham/Pork,,,,Corn,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is local--it will take place in the town I live in,West North Central
4336752112,Yes,Other,,,,Corn,,,,,Mashed potatoes,,,Vegetable salad,,,Thanksgiving is happening at my home--I won't travel at all,West North Central
4336749249,Yes,Turkey,,Carrots,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,,Other,Thanksgiving is happening at my home--I won't travel at all,New England
4336748097,Yes,Turkey,,Carrots,,Corn,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,,,,,,Thanksgiving is local--it will take place in the town I live in,South Atlantic
4336747306,Yes,Turkey,,Carrots,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,Vegetable salad,,,,
4336746217,Yes,Turkey,,,,,,,,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Middle Atlantic
4336746110,Yes,Turkey,,,,,,,,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,East South Central
4336746002,Yes,Turkey,,,,,,Fruit salad,,Macaroni and cheese,,Rolls/biscuits,,,Yams/sweet potato casserole,Other,Thanksgiving is happening at my home--I won't travel at all,West South Central
4336745373,Yes,Turkey,,,,,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336744632,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Middle Atlantic
4336743563,Yes,Turkey,,,,,,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,East North Central
4336738591,Yes,Turducken,,,,,,,Green beans/green bean casserole,,,,,,,,Thanksgiving is out of town and far away--I have to drive several hours or fly,Middle Atlantic
4336738214,Yes,Turkey,,,,Corn,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,,,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,South Atlantic
4336736562,Yes,Tofurkey,Brussel sprouts,,,,Cornbread,,,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is happening at my home--I won't travel at all,Middle Atlantic
4336733948,Yes,Ham/Pork,Brussel sprouts,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,Pacific
4336731531,Yes,Turkey,,Carrots,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,,,Thanksgiving is happening at my home--I won't travel at all,East North Central
4336728581,Yes,Turkey,,,,,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,East South Central
4336728147,Yes,Turkey,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,West North Central
4336727141,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336726910,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,,
4336726144,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,Vegetable salad,Yams/sweet potato casserole,Other,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336725284,Yes,Turkey,,Carrots,,,,,,,Mashed potatoes,,,,,,Thanksgiving is local--it will take place in the town I live in,New England
4336722668,Yes,Turkey,,,,,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336722051,Yes,Turkey,,,,,,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,East North Central
4336721418,Yes,Turkey,,,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,East North Central
4336719997,Yes,Turkey,,,,Corn,Cornbread,Fruit salad,,,Mashed potatoes,,,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is out of town and far away--I have to drive several hours or fly,South Atlantic
4336719266,Yes,Turkey,Brussel sprouts,,,,,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,New England
4336717891,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is local--it will take place in the town I live in,Middle Atlantic
4336717466,Yes,Turkey,,,Cauliflower,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,,,Thanksgiving is local--it will take place in the town I live in,East North Central
4336717454,Yes,Turkey,,,,,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,South Atlantic
4336714289,Yes,Turkey,,Carrots,,,,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336714072,Yes,Other,,,,Corn,,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,,Rolls/biscuits,,,Yams/sweet potato casserole,Other,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336713367,Yes,Ham/Pork,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,
4336711671,Yes,Turkey,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,West North Central
4336707912,Yes,Turkey,,,,,,,Green beans/green bean casserole,Macaroni and cheese,,Rolls/biscuits,Squash,,Yams/sweet potato casserole,Other,Thanksgiving is local--it will take place in the town I live in,East South Central
4336706821,Yes,Turkey,,Carrots,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,New England
4336702108,Yes,Turkey,,,,Corn,,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,South Atlantic
4336702007,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is happening at my home--I won't travel at all,West North Central
4336701807,Yes,Turkey,,,,,,,,,Mashed potatoes,,,,,,Thanksgiving is local--it will take place in the town I live in,West South Central
4336701591,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,New England
4336700179,Yes,Turkey,,Carrots,,Corn,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336699442,Yes,Turkey,,Carrots,,,,,,,,,,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,Pacific
4336699080,Yes,Turkey,,,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,Middle Atlantic
4336698057,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,South Atlantic
4336697274,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,,,,,,Thanksgiving is happening at my home--I won't travel at all,West North Central
4336696561,Yes,Turkey,Brussel sprouts,Carrots,Cauliflower,,,,,,Mashed potatoes,Rolls/biscuits,Squash,,,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,New England
4336692873,Yes,Tofurkey,Brussel sprouts,Carrots,,,,,,,Mashed potatoes,,Squash,,,,Thanksgiving is happening at my home--I won't travel at all,Middle Atlantic
4336692199,Yes,Turkey,,Carrots,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,East North Central
4336690603,Yes,Turkey,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,East North Central
4336689196,Yes,Turkey,,,,Corn,,,,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is local--it will take place in the town I live in,South Atlantic
4336688947,Yes,Turkey,Brussel sprouts,Carrots,Cauliflower,,Cornbread,,,,Mashed potatoes,,,,,,Thanksgiving is happening at my home--I won't travel at all,Middle Atlantic
4336681909,Yes,Turkey,,,,Corn,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is happening at my home--I won't travel at all,East North Central
4336681398,Yes,Turkey,,,,,,,,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,,,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336679323,Yes,Turkey,,,,Corn,,,Green beans/green bean casserole,,,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336678787,Yes,Turkey,,,,Corn,,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,West North Central
4336675538,Yes,Turkey,,Carrots,,Corn,,,,,Mashed potatoes,Rolls/biscuits,Squash,Vegetable salad,,,Thanksgiving is happening at my home--I won't travel at all,West North Central
4336674655,Yes,Turkey,,,,,,,,,,Rolls/biscuits,,Vegetable salad,,,Thanksgiving is happening at my home--I won't travel at all,East North Central
4336671419,Yes,Turkey,,,,,Cornbread,,,Macaroni and cheese,,,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336670313,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,East North Central
4336670027,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is local--it will take place in the town I live in,East North Central
4336665828,Yes,Turkey,,,,,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,Mountain
4336665636,Yes,Turkey,,,,,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,Other,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336665537,Yes,Turkey,Brussel sprouts,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,New England
4336665417,Yes,Turkey,,Carrots,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,Middle Atlantic
4336662967,Yes,I don't know,,,,,,,Green beans/green bean casserole,,,,,,,,Thanksgiving is happening at my home--I won't travel at all,
4336660983,Yes,Turkey,,Carrots,Cauliflower,,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,West South Central
4336660839,Yes,Chicken,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,,,Thanksgiving is happening at my home--I won't travel at all,Middle Atlantic
4336657464,Yes,Turkey,,Carrots,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,South Atlantic
4336654576,Yes,Turkey,,Carrots,,,Cornbread,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,Vegetable salad,,,Thanksgiving is happening at my home--I won't travel at all,West North Central
4336653814,Yes,Turkey,Brussel sprouts,Carrots,,,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,East South Central
4336651539,Yes,Roast beef,,,,,Cornbread,,,,,,,,,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,South Atlantic
4336646584,Yes,Turkey,,,,Corn,,Fruit salad,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,Middle Atlantic
4336644693,Yes,Turkey,,,,,,,,,,,,,,Other,Thanksgiving is out of town and far away--I have to drive several hours or fly,West South Central
4336643754,Yes,Turkey,,,,,,,,Macaroni and cheese,,,,,,,Thanksgiving is local--it will take place in the town I live in,South Atlantic
